4129537,9983,20160712,0.0001
6949378,3429,20160706,0.9720
2166529,6928,20160727,0.0001
2166529,1808,20160727,0.0001
6172162,6500,20160708,0.0003
4005121,9983,20160706,0.0001
4347394,9983,20160716,0.0001
3094273,13602,20160727,0.0001
5139970,9983,20160729,0.0532
3237121,13602,20160703,0.0001
6224386,9983,20160716,0.0000
6488578,13602,20160712,0.8871
4164865,9983,20160703,0.0000
4164865,8059,20160706,0.0001
5468674,9983,20160713,0.1443
6258178,9144,20160706,0.0001
3659521,7341,20160727,0.0001
3659521,13181,20160717,0.0001
3659521,13602,20160718,0.0001
7333378,13602,20160704,0.9168
7333378,785,20160727,0.9419
4454914,2978,20160711,0.0000
6817282,8375,20160724,0.0000
3149569,10418,20160721,0.0001
6301186,1715,20160718,0.0000
6301186,4203,20160708,0.0001
2891521,13602,20160724,0.5647
3422977,13602,20160727,0.0001
4771330,13602,20160726,0.0000
4513282,11799,20160712,0.0001
3439873,13602,20160713,0.0001
6632962,13602,20160727,0.0001
6632962,10438,20160705,0.0001
6912514,9934,20160724,0.0001
2821891,10418,20160702,0.0001
3872515,10418,20160704,0.0001
3872515,2978,20160704,0.0000
2699011,13602,20160705,0.6059
5406214,3903,20160722,0.0000
5406214,2440,20160722,0.0000
3359491,10418,20160725,0.9284
4147459,5743,20160715,0.0001
5427718,4912,20160704,0.9185
5427718,662,20160704,0.9551
5427718,1528,20160704,0.9517
2848003,13602,20160702,0.0001
2726659,10842,20160724,0.9847
3649795,2978,20160723,0.0000
3649795,10418,20160701,0.0001
2612995,9983,20160703,0.0000
3808003,9983,20160721,0.0000
3812611,3992,20160721,0.0001
3425539,3992,20160719,0.0001
6853126,13181,20160721,0.0001
4251142,10609,20160707,0.0001
3442435,13602,20160713,0.0001
3182851,11986,20160731,0.0002
7175686,7774,20160706,0.0004
7175686,9983,20160717,0.0001
3199747,8059,20160712,0.7155
3199747,3429,20160718,0.7037
6140422,6480,20160728,0.0000
4001029,13602,20160704,0.0001
3873541,2978,20160718,0.0000
4603402,5482,20160723,0.0001
6443530,13602,20160722,0.8111
3627781,10418,20160713,0.0001
4913674,8059,20160712,0.0001
3506437,13602,20160719,0.9149
2196229,6614,20160717,0.9891
2329861,13849,20160724,0.0001
3514117,9967,20160706,0.0001
5733898,13183,20160705,0.0002
2480389,2978,20160703,0.9555
3928837,1904,20160722,0.0001
3017989,13602,20160730,0.0001
3017989,9983,20160704,0.0000
5776906,13602,20160706,0.0001
6332938,13602,20160724,0.4447
5568010,8596,20160722,0.0000
5568010,8596,20160722,0.0000
2398981,13602,20160722,0.0001
3208453,10418,20160713,0.0001
7205386,13602,20160729,0.9691
4866574,13602,20160723,0.7842
4866574,9983,20160725,0.5686
5394958,2601,20160712,0.0000
6445582,13602,20160713,0.0001
3748615,13602,20160709,0.0001
3748615,11184,20160703,0.0000
5941774,9983,20160711,0.9558
2842375,3429,20160725,0.3759
2324743,10418,20160701,0.0001
6491662,4654,20160717,0.0003
3644167,11463,20160710,0.0002
3644167,11463,20160706,0.0002
3644167,11463,20160708,0.0002
3644167,11463,20160711,0.0002
3644167,11463,20160713,0.0002
2862343,3004,20160712,0.0000
2862343,2070,20160721,0.0000
2862343,7821,20160721,0.0000
2862343,14,20160731,0.0002
4676110,9983,20160727,0.0000
3135751,3992,20160724,0.0001
4054279,9983,20160729,0.0001
4192519,13602,20160723,0.0001
2363143,3780,20160703,0.0001
2363143,13161,20160703,0.0001
2363143,2978,20160724,0.0000
2363143,10438,20160729,0.0001
3025159,9983,20160703,0.4594
3025159,10438,20160701,0.7479
3025159,13602,20160725,0.6567
6574606,8059,20160729,0.5792
2771719,13602,20160728,0.0001
2513671,9983,20160723,0.5163
7136782,13602,20160714,0.0001
3568903,8596,20160722,0.6891
5047822,13602,20160722,0.0001
3704071,10110,20160716,0.0002
3704071,10110,20160707,0.0002
3183367,4132,20160723,0.6928
4276750,13602,20160726,0.0001
6402574,9983,20160704,0.0000
6402574,10418,20160706,0.0001
6408718,13602,20160724,0.9930
4587022,8059,20160717,0.9748
4587022,9983,20160717,0.9479
3212041,13602,20160715,0.4314
5903890,13602,20160724,0.0001
4598290,1904,20160709,0.0000
3093769,8306,20160728,0.0000
3093769,8059,20160728,0.0001
3093769,9983,20160716,0.0001
3093769,8306,20160728,0.0000
4370962,8059,20160722,0.0001
6208018,2920,20160729,0.0001
2189065,2096,20160715,0.0004
4029193,13602,20160703,0.0001
3119881,493,20160721,0.0000
3910921,9983,20160712,0.0000
3910921,13602,20160711,0.0001
6773266,2096,20160717,0.0001
4948498,2978,20160725,0.0000
2347273,13602,20160725,0.0001
4190473,10284,20160720,0.0001
3536137,13602,20160728,0.8997
2358025,13602,20160703,0.0000
3930889,10438,20160729,0.0001
3930889,13602,20160704,0.0000
3930889,2893,20160724,0.0002
3930889,2893,20160726,0.0002
4066057,5702,20160716,0.0793
4066057,13602,20160724,0.9883
4066057,5702,20160723,0.0793
4066057,5702,20160709,0.0793
4070665,10418,20160715,0.0001
3024649,3992,20160709,0.0001
6862354,13602,20160731,0.7730
6078994,10438,20160716,0.0001
3310345,10438,20160731,0.0001
6112786,13602,20160714,0.0001
2930953,2978,20160724,0.0000
6939154,10418,20160727,0.0001
6939154,2978,20160727,0.0000
3208969,3985,20160724,0.8212
3208969,11876,20160724,0.8578
2296075,13602,20160728,0.7416
2173195,2601,20160703,0.2906
5948950,10418,20160720,0.0001
2723083,4277,20160724,0.0000
4177675,9983,20160721,0.7911
4177675,13602,20160719,0.7940
6790678,13602,20160723,0.0001
3531019,8059,20160717,0.0001
7343638,8059,20160704,0.0000
3021067,13320,20160722,0.0001
2773771,4727,20160725,0.7860
4286998,13602,20160711,0.0001
6385174,9983,20160712,0.0000
2933515,9983,20160703,0.0000
2933515,13602,20160702,0.0000
6925846,13602,20160714,0.0001
6925846,9983,20160721,0.0000
5617174,5785,20160725,0.0001
6667798,9983,20160710,0.4319
6667798,8499,20160725,0.8734
6667798,13602,20160704,0.5710
5887510,3093,20160704,0.0001
5887510,8215,20160704,0.0001
5887510,9002,20160704,0.0001
3469579,2978,20160711,0.0000
5368342,13602,20160727,0.0001
6157846,13602,20160722,0.0000
6427162,1904,20160708,0.8962
6427162,11894,20160708,0.9277
7228954,9983,20160714,0.0000
6728218,3992,20160707,0.0001
6992410,1971,20160706,0.0001
6992410,1971,20160701,0.0001
6992410,1971,20160708,0.0001
6992410,1971,20160705,0.0001
6992410,1971,20160711,0.0001
3909901,9983,20160726,0.7617
6783514,13602,20160729,0.0001
6783514,9983,20160731,0.0001
6783514,12154,20160729,0.0001
4694554,10418,20160711,0.0001
4694554,13602,20160721,0.0000
4694554,2978,20160710,0.0000
4694554,10438,20160703,0.0001
5238298,11799,20160729,0.0001
2886925,2978,20160722,0.7781
2891533,13602,20160731,0.0001
2635021,1808,20160730,0.0001
2635021,6928,20160730,0.0001
5275162,2601,20160707,0.0000
2247949,13602,20160707,0.0000
2247949,1589,20160710,0.0001
2247949,1589,20160721,0.0001
2247949,9983,20160730,0.0000
6335002,9793,20160714,0.0001
6599194,3429,20160710,0.0001
6608410,8012,20160721,0.0000
3048205,10438,20160712,0.0001
3048205,10418,20160701,0.0001
3837709,9983,20160720,0.0000
2800909,13602,20160727,0.7874
5880346,13602,20160721,0.0000
5880346,8901,20160703,0.0000
6153754,8059,20160724,0.0001
5393950,13602,20160720,0.0001
6976030,9718,20160702,0.0001
2846479,10438,20160711,0.0001
6223390,9983,20160710,0.0001
3639055,9983,20160701,0.4986
2872591,13602,20160713,0.0001
3531535,8059,20160702,0.0001
3531535,10418,20160704,0.0001
3531535,9983,20160702,0.0000
3531535,3429,20160704,0.0001
5510686,8059,20160712,0.7438
5510686,3429,20160704,0.8671
3937039,10990,20160710,0.7753
6039070,8059,20160715,0.7654
6039070,13803,20160707,0.3857
6039070,9983,20160726,0.5847
6039070,13602,20160726,0.7033
6039070,3429,20160716,0.9042
3675919,2601,20160708,0.0000
4472350,9983,20160728,0.1210
2107663,13602,20160728,0.7245
2370319,12429,20160723,0.0001
2370319,10418,20160711,0.0001
2765071,2978,20160721,0.8051
2765071,13602,20160714,0.6399
3557647,13602,20160704,0.0000
3557647,10438,20160712,0.0001
2772751,13602,20160713,0.0001
2772751,9983,20160714,0.0000
3428623,10438,20160706,0.0001
3428623,10418,20160704,0.0001
3428623,3429,20160705,0.0001
3428623,13602,20160724,0.0000
3428623,2978,20160724,0.0000
3298063,2978,20160731,0.0000
3298063,10438,20160721,0.0001
6893086,13602,20160727,0.0001
2817295,13602,20160720,0.5900
2953489,9983,20160704,0.0000
5180962,13602,20160723,0.8871
3647761,9983,20160724,0.0001
4938274,3594,20160703,0.4854
3913489,13602,20160704,0.8871
3133201,13602,20160711,0.0001
3019537,13602,20160703,0.0001
6308386,13602,20160706,0.0000
6308386,10438,20160706,0.0001
2369809,13602,20160723,0.0000
2764561,10418,20160704,0.6425
2764561,13602,20160712,0.8828
2764561,10438,20160710,0.6771
2764561,2978,20160703,0.8596
7128610,9983,20160716,0.0000
2127121,13602,20160723,0.0001
2266897,2978,20160707,0.0000
2266897,13602,20160703,0.0001
2266897,3429,20160706,0.0001
2266897,6749,20160726,0.0000
3845905,5743,20160724,0.0001
6913570,5840,20160723,0.0000
3326737,2978,20160721,0.0000
2680081,13602,20160704,0.8850
2680081,8780,20160717,0.9886
2680081,8780,20160722,0.9886
5371426,13602,20160706,0.0001
2819347,13602,20160728,0.0001
4144915,13602,20160717,0.0001
4144915,11799,20160717,0.0001
3624211,11512,20160724,0.0000
3624211,11512,20160715,0.0000
3628819,12559,20160721,0.0001
3628819,13602,20160703,0.0001
2843923,13602,20160710,0.9959
3636499,10418,20160711,0.0001
2588947,2623,20160702,0.0000
3383059,1904,20160718,0.8207
2870035,10418,20160701,0.0001
2870035,2978,20160701,0.0000
2870035,10438,20160724,0.0001
2870035,13602,20160711,0.0000
6037030,13602,20160714,0.0001
2635027,807,20160716,0.9124
3301651,2601,20160726,0.0000
4540966,10418,20160706,0.0001
5327398,13602,20160726,0.0000
2800915,10418,20160705,0.4247
2146579,4811,20160702,0.0001
2146579,8137,20160701,0.0001
2146579,8137,20160702,0.0001
2146579,8137,20160703,0.0001
2146579,4811,20160709,0.0001
6921766,13602,20160705,0.6516
3854611,13602,20160729,0.0001
3470611,11146,20160706,0.7545
3470611,11146,20160710,0.7545
3482389,8181,20160707,0.9457
3877141,13602,20160706,0.0001
4349482,8059,20160701,0.0001
4349482,3429,20160726,0.0001
2964757,7419,20160709,0.0001
4884010,13506,20160719,0.1162
4884010,13506,20160719,0.1162
4884010,13506,20160718,0.1162
4884010,12455,20160714,0.8916
4622890,6648,20160730,0.9257
4622890,4785,20160727,0.9257
2445589,2002,20160703,0.0001
2445589,8059,20160720,0.0001
2445589,13602,20160726,0.0001
2445589,9983,20160730,0.0000
6208042,9983,20160714,0.0000
6208042,8059,20160716,0.0001
6208042,3429,20160717,0.0001
6208042,13602,20160719,0.0000
6994474,13602,20160713,0.0000
6994474,2978,20160710,0.0000
6472234,8059,20160713,0.0001
2456341,5933,20160717,0.6097
2456341,1904,20160724,0.4044
2456341,5933,20160723,0.6097
3505429,10438,20160711,0.0001
2723605,8059,20160703,0.0000
7286314,9983,20160707,0.0000
4668970,13602,20160725,0.0001
3133717,3780,20160709,0.0001
3133717,3743,20160710,0.0001
3133717,10438,20160712,0.0001
3791125,2911,20160713,0.0000
4966954,785,20160729,0.0000
5492266,7501,20160713,0.0001
3809557,13602,20160724,0.0000
2762005,9599,20160726,0.9766
4075285,11986,20160721,0.0002
4075285,5215,20160721,0.0002
2373397,13602,20160702,0.7621
2373397,6911,20160721,0.5421
3557653,13602,20160725,0.0001
4090645,5488,20160719,0.0001
4090645,3992,20160722,0.0001
3566869,5562,20160709,0.5648
5824042,4061,20160712,0.0000
4776490,13602,20160719,0.0000
5581354,13602,20160718,0.0001
3447061,13602,20160703,0.8686
6917674,8059,20160713,0.8821
4119829,13602,20160726,0.6288
2819863,4924,20160719,0.0001
2300695,11799,20160725,0.2948
4140823,2601,20160730,0.0000
2442007,2149,20160701,0.0000
2442007,2149,20160710,0.0000
2442007,13624,20160701,0.0001
2442007,7471,20160701,0.0000
2442007,384,20160701,0.0000
4898350,13602,20160720,0.0001
3239191,10418,20160704,0.0001
3239191,13602,20160724,0.0001
3239191,9983,20160725,0.0000
3110167,3429,20160702,0.0001
3111703,13602,20160726,0.0001
3899671,13602,20160723,0.0000
4391470,3992,20160702,0.0001
2878231,3992,20160704,0.8027
2749207,8059,20160701,0.0001
5761582,13602,20160704,0.0001
2621719,9983,20160726,0.0000
2621719,13602,20160723,0.0001
3147031,3992,20160729,0.0001
7346734,9977,20160713,0.0001
7346734,4405,20160701,0.0000
7346734,3429,20160711,0.0001
7346734,9183,20160713,0.0001
7346734,8059,20160711,0.0001
7346734,10210,20160719,0.0000
7346734,11270,20160712,0.0001
4213294,13602,20160715,0.0001
2369815,3611,20160702,0.5050
6053422,9983,20160714,0.0001
2240791,613,20160723,0.0002
2240791,8866,20160731,0.0001
2240791,8866,20160722,0.0001
2240791,1540,20160731,0.0001
3558679,8239,20160706,0.0000
6594094,4700,20160707,0.7937
3174679,8499,20160723,0.0004
3053335,10438,20160702,0.0001
3053335,13602,20160721,0.0001
3844375,2978,20160726,0.7567
5595694,2978,20160703,0.7276
6646318,10418,20160705,0.0001
6938158,785,20160725,0.0000
7208494,2978,20160729,0.0000
4132633,2978,20160728,0.0000
4132633,13602,20160721,0.0000
4362802,10438,20160719,0.0001
5158450,13602,20160709,0.0001
2186521,13602,20160718,0.0001
5683762,3429,20160706,0.9799
5683762,2978,20160706,0.9488
5425714,13602,20160715,0.0001
6215218,13602,20160715,0.9512
3240217,9983,20160714,0.0000
6227506,3429,20160704,0.0001
6227506,8059,20160704,0.0001
2724121,13602,20160719,0.7546
2601241,13602,20160725,0.0001
5729842,13602,20160716,0.0000
3522841,13602,20160727,0.0000
2737945,10438,20160722,0.0001
3277081,9983,20160723,0.0001
7084594,13602,20160718,0.0001
5250610,9016,20160714,0.0000
5250610,9016,20160719,0.0000
5250610,9016,20160711,0.0000
6313522,1904,20160723,0.0000
3433753,9983,20160718,0.0795
3433753,13602,20160712,0.6738
2648857,7083,20160726,0.0004
2648857,11184,20160701,0.0000
2389273,9967,20160719,0.0001
2389273,13602,20160727,0.0001
2389273,6653,20160719,0.0001
2129689,13602,20160725,0.0001
5852722,13602,20160714,0.0000
2926873,9559,20160722,0.0000
5877298,2978,20160729,0.0000
3988249,9983,20160721,0.0000
3345691,10418,20160718,0.0001
5928502,13602,20160728,0.0001
2837275,9983,20160714,0.3091
2837275,13602,20160728,0.4426
2445595,10418,20160714,0.9887
5691958,13320,20160728,0.9865
6232630,8975,20160723,0.0001
5203510,4277,20160702,0.0454
5203510,8059,20160705,0.4832
4181275,10438,20160720,0.0001
4181275,13602,20160715,0.0000
4450870,10418,20160718,0.0001
4979254,13602,20160703,0.0001
5781046,8912,20160713,0.0001
2510107,9983,20160726,0.0001
3691291,8426,20160719,0.0002
2659099,13602,20160725,0.0001
2659099,9983,20160721,0.0000
2815771,9983,20160725,0.2323
5633590,10418,20160710,0.0001
5905978,9983,20160713,0.0000
5905978,13602,20160713,0.0001
2445085,2978,20160716,0.0000
2445085,10418,20160707,0.0001
3495709,13602,20160730,0.0000
5432890,2002,20160718,0.0001
3635485,13602,20160724,0.0001
3113245,9983,20160714,0.8741
7036474,4649,20160711,0.0001
2475805,8059,20160715,0.0001
3004189,5471,20160710,0.0001
3004189,2911,20160727,0.0000
7067194,2978,20160719,0.0000
7067194,10418,20160719,0.0001
2486557,13602,20160712,0.0001
5767738,11200,20160703,0.0001
5767738,2002,20160712,0.0001
5767738,8059,20160717,0.0001
5254714,12630,20160709,0.0001
4735546,1699,20160702,0.0000
6572602,13602,20160723,0.0001
6578746,8059,20160711,0.7582
2504989,785,20160731,0.0000
